,index,video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled
0,72729,Xiifgxw-z54,OTP The Lottery: Chapter 2 | Ashish Chanchlani,2021-08-31T08:38:36Z,UC7eHZXheF8nVOfwB2PEslMw,ashish chanchlani vines,23,2021-09-01T00:00:00Z,ashish chanchlani|otp the lottery chapter 2|otp the lottery part 2|otp the lottery chapter 1|otp 2|otp|ashish chanchlani vines|otp the lottery|chapter 2|ashish chanchlani otp the lottery|ashish otp the lottery|ashish otp the lottery 2|nalla totaa|otp the lottery trailer|ashish dance bar scene|ashish saree dance|ashish police|ashish chanchlani dance|bitcoin|luncoin|ghajini funny|ashish chanchlani bitcoin|bitcoin video|ashish otp chapter 2,13912226,1827657,11973,182727,https://i.ytimg.com/vi/Xiifgxw-z54/default.jpg,False,False
1,72730,r8qhz7LONTY,RAKHI KA त्यौहार ( Episode - 2 ) || Rachit Rojha,2021-08-31T03:30:23Z,UCwBlZvRTu3vasTWUE9U5wPw,Rachit Rojha,24,2021-09-01T00:00:00Z,rachit rojha|rachit rojha new video|swati rojha|gulgula|bhai behan family|cousin comedy|family comedy|mama|jija|didi|family|comedy video|funny video|revenge|fight|mummy|papa|brother sister|funny family|angry|siblings|funny|comedy|ghar|rachit|rachit video|dance|family fight|village|bhai behan video|rakhi|festival|mother|bhai|behan|bhai behan life|brother and sister|gift|rakhi ka त्यौहार|car|key|car ki chabhi|bua|bhua|fufa|family drama|rachit ki video|sadma,3616378,121971,10326,8132,https://i.ytimg.com/vi/r8qhz7LONTY/default.jpg,False,False
2,72731,orYf6VDtj_k,Raataan Lambiyan - Lyric Video|Shershaah|Sidharth – Kiara|Tanishk B.|Jubin|Asees,2021-08-31T07:00:28Z,UC3MLnJtqc_phABBriLRhtgQ,SonyMusicIndiaVEVO,10,2021-09-01T00:00:00Z,Sony Music India|Sony Music|Latest Hits|Ranjha|Sidharth Malhotra|Siddharth Malhotra|Kiara Advani|Karan Johar|Dharma Productions|B Praak|Jasleen Royal|Romy|Anvita Dutt|dharma songs|Shershaah songs|Shershaah|prime video songs|Hindi songs|latest hindi songs|latest bollywood songs|2021 bollywood songs|latest love songs|romance|romantic songs|Bollywood hit tracks|Amazon prime|love|2021|love songs 2021|Romance songs 2021,2249632,61009,1661,1547,https://i.ytimg.com/vi/orYf6VDtj_k/default.jpg,False,False
3,72732,clKQ4TDIx2w,MY FIRST FAMILY DOG || Middle Class Family || Sumit Bhyan,2021-08-31T06:00:15Z,UCexMUgLtWZbz5-yWIBNMuxA,Sumit Bhyan,24,2021-09-01T00:00:00Z,sumit bhyan|sumit bhyan new video|sumit bhyan comedy|my family|my first family dog|middle class family|my first dog vs family|dog vs family|comedy video|funny video|first dog in middle class family|dinesh choudhary|sociopool|dog vs gf|sumit bhyan new dog,1407071,27678,4193,909,https://i.ytimg.com/vi/clKQ4TDIx2w/default.jpg,False,False
4,72733,zxYjTTXc-J8,"Last To Leave Circle Wins $500,000",2021-08-31T20:01:03Z,UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,24,2021-09-01T00:00:00Z,[None],13072375,1269703,6546,56797,https://i.ytimg.com/vi/zxYjTTXc-J8/default.jpg,False,False
5,72734,ABHsgaF9grc,Anupama | Reunion,2021-08-31T12:27:08Z,UC-LPIU24bQXVljUXivKEeRQ,StarPlus,24,2021-09-01T00:00:00Z,& TV|Amazon Prime|Anupama|Colors|Colors Tv|Disney+Hotstar|Kurban hua|Mere dad ki Dulhan|Molkki|Netflix|Rupali Ganguly|Sony Sab|Sony Tv|Sudhanshu Pandey|Zee Tv|star plus,3546468,84720,1255,4447,https://i.ytimg.com/vi/ABHsgaF9grc/default.jpg,False,False
6,72735,fCDA5x3wlVk,Chal Jindiye | Amrinder Gill | Dr Zeus | Bir Singh | Judaa 3 | Chapter 1,2021-08-31T06:59:18Z,UC8KlAzFi-luP2jo_gRgQk7A,Rhythm Boyz,10,2021-09-01T00:00:00Z,[None],11202383,250219,1718,31782,https://i.ytimg.com/vi/fCDA5x3wlVk/default.jpg,False,False
7,72736,DB3D-mtWR0c,Ranjha - Lyric Video|Shershaah|Sidharth-Kiara|B Praak|Jasleen Royal|Anvita Dutt,2021-08-31T07:00:09Z,UC3MLnJtqc_phABBriLRhtgQ,SonyMusicIndiaVEVO,10,2021-09-01T00:00:00Z,Sony Music India|Sony Music|Latest Hits|Sidharth Malhotra|Siddharth Malhotra|Kiara Advani|Karan Johar|Dharma Productions|B Praak|Jasleen Royal|Romy|Anvita Dutt|dharma songs|Shershaah songs|Shershaah|prime video songs|Hindi songs|latest hindi songs|latest bollywood songs|2021 bollywood songs|latest love songs|romance|romantic songs|Bollywood hit tracks|Amazon prime|love|2021|love songs 2021|Romance songs 2021|Best,1476211,38525,802,861,https://i.ytimg.com/vi/DB3D-mtWR0c/default.jpg,False,False
8,72737,Bc-joe_AyB4,"Varudu Kaavalenu Teaser | Naga Shaurya, Ritu Varma | Lakshmi Sowjanya",2021-08-31T04:38:17Z,UC2woPAI_KMAR25R_oezEQqw,Sithara Entertainments,24,2021-09-01T00:00:00Z,Sithara Entertainments,4146266,97669,1297,2566,https://i.ytimg.com/vi/Bc-joe_AyB4/default.jpg,False,False
9,72738,2EgeSFbgYpQ,Kota Factory 2 | Official Teaser | TVF | Netflix India,2021-08-30T05:30:00Z,UCZSNzBgFub_WWil6TOTYwAg,Netflix India,24,2021-09-01T00:00:00Z,Ahsaas Channa|Alam Khan|Jitendra Kumar|KF2|Kota Factory|Kota Factory 2|Netflix|Netflix India|Official Teaser|Ranjan Raj|Teaser,5054675,342659,4242,14157,https://i.ytimg.com/vi/2EgeSFbgYpQ/default.jpg,False,False
